FID	OBJECTID	SYSTEMSTOP	STREET	CROSS_ST	DIR	POS	ROUTESSTPG	OWLROUTES	CITY	STATUS	PUBLIC_NAM	POINT_X	POINT_Y
742	616	15758	CICERO	PALMER	NB	FS	54	 	CHICAGO	1	Cicero & Palmer	-87.74605941	41.92083454
743	617	4153	CALIFORNIA	59TH STREET	NB	NS	94	 	CHICAGO	1	California & 59th Street	-87.6934954	41.78631799
744	618	10326	CICERO	SCHOOL	NB	NS	54	 	CHICAGO	1	Cicero & School	-87.74679602	41.9405597
745	619	2131	KING DRIVE	69TH STREET	NB	FS	3	 	CHICAGO	1	King Drive & 69th Street	-87.61527724	41.76947227
746	620	4710	PULASKI	MARQUETTE RD	NB	NS	53A	 	CHICAGO	1	Pulaski & Marquette Rd	-87.72242686	41.77125208
747	621	7619	MICHIGAN	100TH STREET	NB	NS	"34,103,106,119"	N34	CHICAGO	1	Michigan & 100th Street	-87.62001096	41.71258366
748	622	5110	WALLACE	26TH STREET	NB	NS	44	 	CHICAGO	1	Wallace & 26th Street	-87.641406	41.845293
749	623	4179	CALIFORNIA	31ST STREET	NB	NS	94	 	CHICAGO	1	California & 31st Street	-87.69493167	41.83730852
750	624	11803	HARLEM	BELMONT	NB	NS	90	 	CHICAGO	1	Harlem & Belmont	-87.80664861	41.93780271
751	625	17096	PULASKI	BELMONT	NB	FS	53	N53	CHICAGO	1	Pulaski & Belmont	-87.72709927	41.93931828
752	626	5257	103RD STREET	OGLESBY	WB	NS	"15,26"	 	CHICAGO	1	103rd Street & Oglesby	-87.56561982	41.70814816
753	627	10850	71ST STREET	STATE	WB	NS	71	 	CHICAGO	1	71st Street & State	-87.624642	41.76557
754	628	12077	LUNT	CALIFORNIA	WB	NS	96	 	CHICAGO	1	Lunt & California	-87.69964482	42.00850519
755	629	17000	NORTH AVENUE	ASHLAND	WB	FS	72	 	CHICAGO	1	North Ave & Ashland	-87.66798959	41.91069828
756	630	9690	GUNNISON	AUSTIN	WB	FS	81W	 	CHICAGO	1	Gunnison & Austin	-87.77872102	41.96858643
757	631	12287	103RD STREET	KING DRIVE	WB	NS	"34,106"	 	CHICAGO	1	103rd Street & King Drive	-87.61362194	41.70738428
758	632	9222	51ST STREET	ALBANY	WB	NT	51	 	CHICAGO	1	51st Street & Albany	-87.7014	41.800897
759	633	16044	HARRISON	LOTUS	WB	FS	7	 	CHICAGO	1	Harrison & Lotus	-87.76177558	41.87291976
760	634	2660	79TH STREET	LAFLIN (east leg)	WB	MT	79	N79	CHICAGO	1	79th Street & Laflin	-87.66093914	41.75046361
761	635	3545	OAKTON	KENTON	WB	NS	97	 	SKOKIE	1	Oakton & Kenton	-87.74258507	42.02633549
762	636	12062	LUNT	GREENVIEW	WB	FS	96	 	CHICAGO	1	Lunt & Greenview	-87.66807171	42.00918216
763	637	100	VAN BUREN	1900 W.(MALCOLM X COLL.)	WB	MB	126	 	CHICAGO	1	Malcolm X College	-87.674057	41.876242
764	638	12109	95TH STREET	GREENWOOD	WB	MT	100	 	CHICAGO	1	95th Street & Greenwood	-87.59718514	41.72225783
765	639	826	GRAND	LOCKWOOD (east leg)	WB	NS	65	 	CHICAGO	1	Grand & Lockwood	-87.75829719	41.91743849
766	640	2643	79TH STREET	PERRY	WB	FS	79	N79	CHICAGO	1	79th Street & Perry	-87.62727915	41.75096411
767	641	247	HARRISON	LEAMINGTON	WB	NS	"7,57"	 	CHICAGO	1	Harrison & Leamington	-87.75320123	41.87305352
768	642	7376	92ND STREET	COMMERCIAL	WB	NS	"30,9E"	 	CHICAGO	1	92nd Street & Commercial	-87.55105308	41.72831121
769	643	2637	79TH STREET	INDIANA	WB	NS	79	N79	CHICAGO	1	79th Street & Indiana	-87.619553	41.751078
770	644	11373	MONTROSE	BROWN LINE STATION	WB	MB	78	 	CHICAGO	1	Montrose Brown Line Station	-87.67515475	41.96155781
771	645	12569	ADDISON	WESTERN	WB	NS	152	 	CHICAGO	1	Addison & Western	-87.68802662	41.94679975
772	646	15032	106TH STREET	EWING	WB	FS	100	 	CHICAGO	1	106th Street & Ewing	-87.53556637	41.70279708
773	647	369	ROOSEVELT	KOSTNER	WB	NS	12	 	CHICAGO	1	Roosevelt & Kostner	-87.73479765	41.86610406
774	648	1023	SHERIDAN	PRATT	SB	FS	"147,155"	0	CHICAGO	1	Sheridan & Pratt	-87.660998	42.005364
775	649	11568	CENTRAL	FULTON	SB	NS	85	 	CHICAGO	1	Central & Fulton	-87.76516547	41.88584689
776	650	2240	KING DRIVE	71ST STREET	SB	FS	3	 	CHICAGO	1	King Drive & 71st Street	-87.615323	41.765562
777	651	8888	DAMEN	CERMAK	SB	NS	50	 	CHICAGO	1	Damen & Cermak	-87.67593149	41.85227944
778	652	11174	HOMAN	MADISON	SB	NS	82	 	CHICAGO	1	Homan & Madison	-87.71110069	41.88109922
779	653	15058	PULASKI	28TH STREET	SB	FS	53	 	CHICAGO	1	Pulaski & 28th Street	-87.72452137	41.84047359
780	654	4724	PULASKI	59TH STREET	SB	NS	53A	 	CHICAGO	1	Pulaski & 59th Street	-87.72311805	41.7860482
781	655	15481	CENTRAL	WRIGHTWOOD	SB	FS	85	 	CHICAGO	1	Central & Wrightwood	-87.76618918	41.92747519
782	656	5582	MILWAUKEE	IRVING PARK/CICERO	NWB	NS	56	 	CHICAGO	1	Milwaukee & Irving Park/Cicero	-87.74695351	41.95326444
783	657	6364	CLINTON	HARRISON	SB	NS	"7,157,60"	N60	CHICAGO	1	Clinton & Harrison	-87.641044	41.874518
784	658	9017	PULASKI	NORTH AVENUE	SB	FS	53	N53	CHICAGO	1	Pulaski & North Ave	-87.72653025	41.90961755
785	659	14591	WESTERN	LAWRENCE	SB	FS	"11,49,49B,X49"	N49	CHICAGO	1	Western & Lawrence	-87.68907108	41.96835624
786	660	7080	COMMERCIAL	95TH STREET	SB	NS	71	 	CHICAGO	1	Commercial & 95th Street	-87.55116627	41.72287509
787	661	5864	HALSTED	79TH STREET	SB	NS	"8,169"	 	CHICAGO	1	Halsted & 79th Street	-87.6441459	41.7507542
788	662	7391	SOUTH CHICAGO	79TH STREET/STONY ISLAND	NWB	NS	30	 	CHICAGO	1	South Chicago & 79th Street/Stony Island	-87.58519127	41.75135855
789	663	5569	MILWAUKEE	BELMONT	NWB	NS	56	 	CHICAGO	1	Milwaukee & Belmont	-87.72346689	41.93903555
790	664	6116	ASHLAND	81ST STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 81st Street	-87.66347794	41.74678005
791	665	11177	HOMAN	JACKSON	SB	NS	82	 	CHICAGO	1	Homan & Jackson	-87.71099052	41.87742861
792	666	15867	STATE	79TH STREET	NB	FS	"29,75"	 	CHICAGO	1	State & 79th Street	-87.62448715	41.75145683
793	667	11206	CENTRAL PARK	31ST STREET	NB	NS	82	 	CHICAGO	1	Central Park & 31st Street	-87.714507	41.836968
794	668	6676	OGDEN serv.dr.	CALIFORNIA	NEB	NS	18	 	CHICAGO	1	Ogden & California	-87.6959094	41.86108034
795	669	11901	CALIFORNIA	BRYN MAWR	NB	NS	93	 	CHICAGO	1	California & Bryn Mawr	-87.699079	41.983033
796	670	8732	DAMEN	57TH STREET	NB	NS	48	 	CHICAGO	1	Damen & 57th Street	-87.67402761	41.79024064
797	671	16075	PULASKI	43RD STREET	NB	FS	53A	 	CHICAGO	1	Pulaski & 43rd Street	-87.72373264	41.81541965
798	672	5891	HALSTED	GARFIELD (north leg)	NB	FS	8	 	CHICAGO	1	Halsted & Garfield	-87.64507153	41.79453677
799	673	14573	COTTAGE GROVE	71ST STREET/SOUTH CHICAGO	NB	FS	4	 	CHICAGO	1	Cottage Grove & 71st Street/South Chicago	-87.60546993	41.766173
800	674	10331	CICERO	GRACE	NB	NS	54	 	CHICAGO	1	Cicero & Grace	-87.74700592	41.94976208
801	675	1352	LINCOLN	WEBSTER/GENEVA T./LARABEE	NWB	FS	74	 	CHICAGO	1	Lincoln & Webster	-87.64410792	41.9222097
802	676	15354	HALSTED	CERMAK	SB	FS	"8,N62"	N62	CHICAGO	1	Halsted & Cermak	-87.64657701	41.8524593
803	677	4414	ARCHER	LAWNDALE	NEB	NS	62	N62	CHICAGO	1	Archer & Lawndale	-87.71627198	41.80657397
804	678	5545	MILWAUKEE	LEAVITT	NWB	NS	56	 	CHICAGO	6	Milwaukee & Leavitt	-87.68231991	41.91359493
805	679	3725	MILWAUKEE	HIGGINS	SEB	NS	"56,81,81W,91"	N81	CHICAGO	1	Milwaukee & Higgins	-87.76184809	41.96900846
806	680	15219	KIMBALL	ELSTON	SB	FS	82	 	CHICAGO	1	Kimball & Elston	-87.71284586	41.94904319
807	681	8820	DAMEN	WILSON	SB	NS	50	 	CHICAGO	1	Damen & Wilson	-87.67917275	41.96519341
808	682	8833	DAMEN	ROSCOE	SB	NS	50	 	CHICAGO	1	Damen & Roscoe	-87.678522	41.943296
809	683	6040	ASHLAND	ADAMS	SB	NS	9	N9	CHICAGO	1	Ashland & Adams	-87.66687952	41.87896893
810	684	8257	WESTERN	26TH STREET	SB	NS	"49,X49"	N49	CHICAGO	1	Western & 26th Street	-87.68559876	41.84490973
811	685	4565	AUSTIN	63RD STREET	SB	NS	55A	 	CHICAGO	1	Austin & 63rd Street	-87.771564	41.777934
812	686	8844	DAMEN	ARMITAGE	SB	NS	50	 	CHICAGO	1	Damen & Armitage	-87.67771399	41.91785449
813	687	6614	WELLS	ONTARIO	SB	NS	37	 	CHICAGO	6	Wells & Ontario	-87.63419167	41.89324935
814	688	14576	WESTERN	63RD STREET	SB	FS	"49,X49"	N49	CHICAGO	1	Western & 63rd Street	-87.68378303	41.77902941
815	689	9000	PULASKI	MILWAUKEE	SB	NS	53	N53	CHICAGO	1	Pulaski & Milwaukee	-87.72733	41.941411
816	690	9577	AUSTIN	DIVERSEY	SB	NS	91	 	CHICAGO	1	Austin & Diversey	-87.776032	41.931212
817	691	8260	WESTERN	31ST STREET	SB	NS	49	N49	CHICAGO	1	Western & 31st Street	-87.68529	41.83911
818	692	9270	BELMONT	MILWAUKEE	EB	NS	77	N77	CHICAGO	1	Belmont & Milwaukee	-87.72398399	41.93906153
819	693	7252	92ND STREET	COMMERCIAL	EB	NS	"30,9E"	 	CHICAGO	1	92nd Street & Commercial	-87.55133963	41.72818417
820	694	12986	59TH STREET	MORGAN	EB	NS	59	 	CHICAGO	1	59th Street & Morgan	-87.6499566	41.78689578
821	1075	6535	YALE	63RD STREET	SB	NS	24	 	CHICAGO	1	Yale & 63rd Street	-87.63185497	41.78010089
822	1076	6545	WENTWORTH	73RD STREET	SB	NS	24	 	CHICAGO	1	Wentworth & 73rd Street	-87.629753	41.761973
823	1077	17676	COTTAGE GROVE	111TH STREET	NB	FS	"4,115"	 	CHICAGO	1	Cottage Grove & 111th Street	-87.60966564	41.69310103
824	1078	17677	GOLF ROAD	WAUKEGAN (AVON)	WB	MB	X98	 	MORTON GROVE	1	Golf Road & Waukegan (Avon)	-87.79790345	42.05487834
825	1079	17481	BELMONT	NARRAGANSETT	EB	FS	77	N77	CHICAGO	1	Belmont & Narragansett	-87.78565251	41.93825134
826	1080	17479	BELMONT	SACRAMENTO	WB	FS	77	N77	CHICAGO	1	Belmont & Sacramento	-87.70306969	41.93943345
827	1081	17483	BELMONT	SAYRE	WB	FS	77	N77	CHICAGO	1	Belmont & Sayre	-87.80157796	41.93813126
828	1082	14809	GRAND	OAK PARK	WB	FS	"65,74"	 	CHICAGO	1	Grand & Oak Park	-87.79543545	41.9236663
829	1083	10987	DIVERSEY	LAVERGNE	EB	NS	76	 	CHICAGO	1	Diversey & Lavergne	-87.751601	41.931409
830	1084	4383	ARCHER	NASHVILLE	EB	NS	"62,62H"	 	CHICAGO	1	Archer & Nashville	-87.786791	41.792185
831	1085	4867	INNER LAKE SHR	BELMONT	SB	NS	"135,146"	 	CHICAGO	1	Lake Shore Drive & Belmont	-87.63892797	41.94036377
832	1086	2336	STATE	29TH STREET	NB	NS	29	 	CHICAGO	1	State & 29th Street	-87.626557	41.841728
833	1087	5895	HALSTED	51ST STREET	NB	NS	8	 	CHICAGO	1	Halsted & 51st Street	-87.645259	41.801442
834	1088	6371	RACINE	14TH STREET	SB	NS	60	N60	CHICAGO	1	Racine & 14th Street	-87.65665712	41.86352438
835	1089	17327	PULASKI	IRVING PARK	SB	FS	53	 	CHICAGO	1	Pulaski & Irving Park	-87.72770976	41.95348809
836	1090	10485	CICERO	ELSTON	SB	NS	54A	 	CHICAGO	1	Cicero & Elston	-87.74802538	41.973084
837	1091	17334	CALIFORNIA	DIVERSEY	SB	FS	52	 	CHICAGO	1	California & Diversey	-87.6977113	41.93193819
838	1092	6120	ASHLAND	85TH STREET	SB	NS	9	N9	CHICAGO	1	Ashland & 85th Street	-87.66328726	41.73951661
839	1093	8842	DAMEN	WEBSTER	SB	NS	50	 	CHICAGO	1	Damen & Webster	-87.677848	41.921466
840	1094	4859	MARINE DRIVE	WILSON	SB	NS	"136,146"	 	CHICAGO	1	Marine Drive & Wilson	-87.64871277	41.96559975
841	1095	3054	KEDZIE	19TH STREET	SB	NS	52	 	CHICAGO	1	Kedzie & 19th Street	-87.705422	41.85549
842	1096	9565	AUSTIN	IRVING PARK	SB	NS	91	 	CHICAGO	1	Austin & Irving Park	-87.77687084	41.95316302
843	1097	9609	AUSTIN	JACKSON	SB	FS	91	 	OAK PARK	1	Austin & Jackson	-87.77453904	41.87634274
844	1098	2245	KING DRIVE	76TH STREET	SB	FS	3	 	CHICAGO	1	King Drive & 76th Street	-87.61517512	41.75647224
845	1099	10216	CICERO	DIVERSEY	SB	NS	54	 	CHICAGO	1	Cicero & Diversey	-87.74673913	41.93163698
846	1100	5347	BROADWAY	LAWRENCE	SB	NS	36	 	CHICAGO	1	Broadway & Lawrence	-87.65979046	41.96915711
847	1101	2588	COTTAGE GROVE	85TH STREET	SB	NT	4	 	CHICAGO	1	Cottage Grove & 85th Street	-87.60501796	41.74035502
848	1102	12847	PULASKI	ARCHER	SB	FS	53A	 	CHICAGO	1	Pulaski & Archer	-87.72355546	41.80178737
849	1103	8255	WESTERN	24TH STREET	SB	NS	49	N49	CHICAGO	1	Western & 24th Street	-87.68566209	41.84848433
850	1104	5373	STATE	MAPLE	SB	NS	36	 	CHICAGO	1	State & Maple	-87.62843	41.901985
851	1105	8187	WESTERN	MONTROSE	SB	NS	"49,X49"	N49	CHICAGO	1	Western & Montrose	-87.68882368	41.96141941
852	1106	14963	DAMEN	DIVISION	SB	FS	50	 	CHICAGO	1	Damen & Division	-87.67732821	41.90302211
853	1107	1417	LASALLE	OAK	SB	FS	156	 	CHICAGO	1	LaSalle & Oak	-87.632942	41.900327
854	1108	9753	MILWAUKEE	CENTRAL	NWB	NS	"85,85A"	 	CHICAGO	1	Milwaukee & Central	-87.76826991	41.97644309
855	1109	16057	WENTWORTH	43RD STREET	SB	FS	"24,43"	 	CHICAGO	1	Wentworth & 43rd Street	-87.63125028	41.81622959
856	1110	1431	STATE	CONGRESS & HARRISON	SB	MB	"2,6,10,29,62,130,146,148"	N62	CHICAGO	1	State & Harrison/Congress	-87.62769601	41.87499673
857	1111	2204	KING DRIVE	37TH STREET	SB	FS	3	 	CHICAGO	1	King Drive & 37th Street	-87.61717809	41.82740376
858	1112	11464	RIDGE	ARDMORE	SEB	NS	84	 	CHICAGO	1	Ridge & Ardmore	-87.66762668	41.98817618
859	1113	11204	LAWNDALE	31ST STREET	SB	NS	82	 	CHICAGO	1	Lawndale & 31st Street	-87.71710733	41.83710346
860	1114	1830	CLARK	WELLINGTON	SB	NS	22	N22	CHICAGO	1	Clark & Wellington	-87.64802165	41.93651476
861	1115	3021	CALIFORNIA	AUGUSTA	SB	NS	52	 	CHICAGO	1	California & Augusta	-87.69688045	41.89939053
862	1116	1070	LAKE SHORE	MELROSE	SB	NS	151	 	CHICAGO	1	Lake Shore & Melrose	-87.63966994	41.94128406
863	1117	11179	HOMAN	CONGRESS	SB	NS	82	 	CHICAGO	1	Homan & Congress	-87.710859	41.874632
864	1118	593	FAIRBANKS	ERIE	NB	NS	"3,66,120,121,157"	N66	CHICAGO	1	Fairbanks & Erie	-87.620224	41.894081
865	1119	15082	MICHIGAN	100TH STREET	SB	FS	"34,103,106,119"	N34	CHICAGO	1	Michigan & 100th Street	-87.62023106	41.71248727
866	1120	6118	ASHLAND	83RD STREET	SB	NS	"9,X9"	N9	CHICAGO	1	Ashland & 83rd Street	-87.66340003	41.74324658
867	1121	11688	NARRAGANSETT	IRVING PARK	SB	NS	86	 	CHICAGO	1	Narragansett & Irving Park	-87.78665811	41.95304141
868	1122	11565	CENTRAL	RACE	SB	NS	85	 	CHICAGO	1	Central & Race	-87.765247	41.889379
869	1123	3028	KEDZIE	FRANKLIN(s.service drive)	SB	FS	52	 	CHICAGO	1	Kedzie & Franklin	-87.70647759	41.88964213
870	1124	17226	ASHLAND	14TH STREET	SB	FS	9	N9	CHICAGO	1	Ashland & 14th Street	-87.6664269	41.8631206
871	1125	17273	DAMEN	ADAMS	SB	FS	50	 	CHICAGO	1	Damen & Adams	-87.67666754	41.87856984
872	1126	11562	CENTRAL	CHICAGO	SB	NS	85	 	CHICAGO	1	Central & Chicago	-87.76549056	41.89495867
873	1127	6030	ASHLAND	ERIE	SB	NS	9	N9	CHICAGO	1	Ashland & Erie	-87.66733943	41.89343335
874	1128	3062	KEDZIE	28TH STREET	SB	NS	52	 	CHICAGO	1	Kedzie & 28th Street	-87.70501114	41.84095751
875	1129	14542	COMMERCIAL	91ST STREET	SB	FS	"N5,71"	N5	CHICAGO	1	Commercial & 91st Street	-87.55133017	41.72991024
876	1130	15029	ARCHER	POPE JOHN PAUL II/43RD ST	NEB	FS	62	N62	CHICAGO	1	Archer & Pope John Paul II/43rd St	-87.7015393	41.81564985
877	1131	8848	DAMEN	MILWAUKEE/NORTH AVE.	SB	NS	50	 	CHICAGO	1	Damen & Milwaukee/North Ave	-87.67755874	41.91063047
878	1132	10241	CICERO	LAKE	SB	NS	54	 	CHICAGO	1	Cicero & Lake (Green Line)	-87.74559453	41.88677546
879	1133	15795	ASHLAND	DIVERSEY	SB	FS	"9,X9"	 	CHICAGO	1	Ashland & Diversey	-87.66852706	41.93217229
880	1134	15242	CICERO	WELLINGTON	SB	FS	54	 	CHICAGO	1	Cicero & Wellington	-87.74686602	41.93486274
881	1135	1595	MICHIGAN	16TH STREET	SB	FS	"1,3,4"	N4	CHICAGO	1	Michigan & 16th Street	-87.62409418	41.85994461
882	1136	14564	MILWAUKEE	ARMITAGE	NWB	FS	56	 	CHICAGO	1	Milwaukee & Armitage	-87.68871227	41.91772538
883	1137	3843	LARAMIE	WASHINGTON	SB	NS	57	 	CHICAGO	1	Laramie & Washington	-87.75521	41.882431
884	1138	9142	PULASKI	AINSLIE	NB	NS	53	 	CHICAGO	1	Pulaski & Ainslie	-87.72798456	41.96995872
885	1139	1610	MICHIGAN	34TH STREET	SB	MT	"1,4,35"	N4	CHICAGO	1	Michigan & 34th Street	-87.623357	41.832755
886	1140	15319	ROGERS	PAULINA	SWB	NT	147	 	CHICAGO	1	Rogers & Paulina	-87.6724214	42.01744751
887	1141	11716	RIDGELAND	AUGUSTA	SB	NS	86	 	OAK PARK	1	Ridgeland & Augusta	-87.78502675	41.89830304
888	1142	1967	CLARK	CHASE	NB	NS	22	N22	CHICAGO	1	Clark & Chase	-87.674752	42.013662
889	1143	12918	PULASKI	70TH STREET	NB	NS	53A	 	CHICAGO	1	Pulaski & 70th Street	-87.72226335	41.76580852
890	1144	11524	CENTRAL	SUNNYSIDE	SB	NS	85	 	CHICAGO	1	Central & Sunnyside	-87.767369	41.962413
891	1145	2431	STATE	65TH STREET	SB	FS	29	 	CHICAGO	1	State & 65th Street	-87.62533405	41.77628482
892	1146	15903	CLARK	MADISON & MONROE	SB	MB	"22,24"	N22	CHICAGO	1	Clark & Madison & Monroe	-87.6309716	41.8813809
893	1147	17263	GRAND	CHRISTIANA	NWB	NT	65	 	CHICAGO	6	Grand & Christiana	-87.71039605	41.89987296
894	1148	17306	ARCHER	33RD STREET	SWB	FS	62	N62	CHICAGO	1	Archer & 33rd Street	-87.67214929	41.83387124
895	1149	12863	PULASKI	70TH STREET	SB	NS	53A	 	CHICAGO	1	Pulaski & 70th Street	-87.722499	41.765991
896	1150	12859	PULASKI	65TH STREET	SB	NS	53A	 	CHICAGO	1	Pulaski & 65th Street	-87.722726	41.775091
897	1151	17242	COTTAGE GROVE	43RD STREET	SB	FS	4	N4	CHICAGO	1	Cottage Grove & 43rd Street	-87.60680029	41.81657697
898	1152	3020	CALIFORNIA	THOMAS	SB	NS	52	 	CHICAGO	1	California & Thomas	-87.696915	41.901183
899	1153	1700	WESTERN	PRATT	SB	NS	49B	 	CHICAGO	1	Western & Pratt	-87.69023418	42.00513843
900	1154	10020	KEDZIE	77TH STREET	SB	NS	52A	 	CHICAGO	1	Kedzie & 77th Street	-87.702601	41.753545
901	1155	1178	SHERIDAN	LELAND	NB	NS	151	 	CHICAGO	1	Sheridan & Leland	-87.654733	41.967182
902	1156	1839	CLARK	BELDEN	SB	NS	"22,36"	N22	CHICAGO	1	Clark & Belden	-87.63951871	41.92380937
903	1157	4408	ARCHER	KEELER	NEB	NS	62	N62	CHICAGO	1	Archer & Keeler	-87.72836178	41.80083254
904	1158	2125	KING DRIVE	75TH STREET	NB	FS	3	 	CHICAGO	1	King Drive & 75th Street	-87.61503502	41.75859759
905	1159	1212	SHERIDAN	GREENLEAF	NB	FS	147	0	CHICAGO	1	Sheridan & Greenleaf	-87.662412	42.010572
906	1160	5284	JEFFERY	95TH STREET	NB	NS	"J14,15"	 	CHICAGO	1	Jeffery & 95th Street	-87.57527487	41.72234905
907	1161	8995	PULASKI	AVONDALE	SB	FS	53	N53	CHICAGO	1	Pulaski & Avondale	-87.72764254	41.95083428
908	1162	1909	CLARK	WEBSTER	NB	NS	"22,36"	N22	CHICAGO	1	Clark & Webster	-87.63812875	41.92185825
909	1163	15488	63RD STREET	ELLIS (west leg)	WB	FS	63	N63	CHICAGO	1	63rd Street & Ellis	-87.60128797	41.78052619
910	1164	3181	CALIFORNIA	EVERGREEN	NB	NS	52	 	CHICAGO	1	California & Evergreen	-87.69680686	41.90559277
911	1165	11802	HARLEM	BARRY	NB	NS	90	 	CHICAGO	1	Harlem & Barry	-87.806609	41.936282
912	1166	15866	COTTAGE GROVE	38TH STREET	NB	FS	4	N4	CHICAGO	1	Cottage Grove & 38th Street	-87.60796539	41.82622647
913	1167	11624	CENTRAL	CULLOM	NB	NS	85	 	CHICAGO	1	Central & Cullom	-87.767104	41.958565
914	1168	9114	PULASKI	DICKENS	NB	NS	53	N53	CHICAGO	1	Pulaski & Dickens	-87.72651393	41.9188668
915	1169	12113	YATES	9800 SOUTH	NB	MB	100	 	CHICAGO	1	9800 S Yates	-87.56457713	41.71702525
916	1170	3113	KEDZIE	dwy n.of KMART bldg-5000s	NB	NT	"51,52,52A"	 	CHICAGO	1	5000 S Kedzie	-87.70372131	41.80265955
917	1171	15222	CICERO	CORTLAND	NB	FT	54	 	CHICAGO	1	Cicero & Cortland	-87.74591341	41.91522953
918	1172	7109	STONY ISLAND	86TH STREET	NB	NS	28	 	CHICAGO	1	Stony Island & 86th Street	-87.58522054	41.73885134
919	1173	11910	CALIFORNIA	ARTHUR	NB	NS	93	 	CHICAGO	1	California & Arthur	-87.699607	41.999297
920	1174	15684	PULASKI/51ST	ORANGE LINE STATION	EB	TERM	62	 	CHICAGO	1	Pulaski Orange Line Station	-87.72433817	41.80008953
921	1175	6585	MICHIGAN lower	ILLINOIS	NB	NS	"120,121"	 	CHICAGO	1	Michigan (Lower) & Illinois	-87.62399347	41.8908369
922	1176	6583	MICHIGAN lower	E. WACKER	NB	NS	"120,121"	 	CHICAGO	1	Michigan (Lower) & E. Wacker	-87.62445143	41.8880562
923	1177	6586	MICHIGAN lower	ILLINOIS	SB	NS	"120,121"	 	CHICAGO	1	Michigan (Lower) & Illinois	-87.6242924	41.89100608
924	1178	6584	MICHIGAN lower	HUBBARD	NB	FS	"120,121"	 	CHICAGO	1	Michigan (Lower) & Hubbard	-87.62396733	41.89018553
925	1179	11458	PETERSON	TARGET (2100W)	EB	MB	84	 	CHICAGO	1	Peterson & Target (2100 W)	-87.68340358	41.9905091
926	1180	2005	DIVISION	CAMPBELL	EB	NS	70	 	CHICAGO	1	Division & Campbell	-87.68964098	41.90293582
927	1181	5627	IRVING PARK	LECLAIRE	EB	NS	80	 	CHICAGO	1	Irving Park & Leclaire	-87.75478144	41.95323007
928	1182	2749	79TH STREET	HOYNE	EB	NS	79	N79	CHICAGO	1	79th Street & Hoyne	-87.67567671	41.75013011
929	1183	3414	63RD STREET	LAFLIN	EB	NS	63	N63	CHICAGO	1	63rd Street & Laflin	-87.661884	41.779445
930	1184	4649	63RD STREET	73RD AVENUE	EB	NS	"62H,63W"	 	SUMMIT	1	63rd Street & 73rd Avenue	-87.80338469	41.77713808
931	1185	12475	ADDISON	OKETO	EB	NS	152	 	CHICAGO	1	Addison & Oketo	-87.811931	41.945107
932	1186	265	ROOSEVELT	47TH AVENUE	EB	NS	12	 	CICERO	1	Roosevelt & 47th Avenue	-87.74241065	41.86585838
933	1187	9165	51ST STREET	2135 WEST	EB	MB	51	 	CHICAGO	1	2135 W 51st Street	-87.678835	41.801172
934	1188	5599	IRVING PARK	OVERHILL	EB	NT	80	 	CHICAGO	1	Irving Park & Overhill	-87.81948345	41.9524223
935	1189	10790	71ST STREET	LANGLEY	EB	NS	71	 	CHICAGO	1	71st Street & Langley	-87.60864987	41.76573529
936	1190	15384	MADISON	LEAVITT	EB	FS	20	N20	CHICAGO	1	Madison & Leavitt	-87.68122249	41.88117403
937	1191	10196	67TH STREET	STONY ISLAND	EB	NS	"N5,67"	N5	CHICAGO	1	67th Street & Stony Island	-87.58643902	41.77326898
938	1192	715	GRAND	CHICAGO	EB	NS	65	 	CHICAGO	6	Grand & Chicago	-87.70052166	41.89579281
939	1193	8616	ASHLAND	BALMORAL	SB	NS	50	 	CHICAGO	1	Ashland & Balmoral	-87.66984583	41.97991834
940	1194	5587	MILWAUKEE	SUNNYSIDE	NWB	NS	56	 	CHICAGO	1	Milwaukee & Sunnyside	-87.75586565	41.96239826
941	1195	6491	CLARK	CERMAK	SB	NS	24	 	CHICAGO	1	Clark & Cermak	-87.63016745	41.85305713
942	1196	4627	ORLEANS	HUBBARD	NB	NS	"37,125"	 	CHICAGO	1	Orleans & Hubbard	-87.636893	41.889821
943	1197	6683	WESTERN	TAYLOR (south leg)	NB	NS	"49,157"	N49	CHICAGO	1	Western & Taylor	-87.68597557	41.8688718
944	1198	1211	SHERIDAN	LUNT	NB	FS	147	0	CHICAGO	1	Sheridan & Lunt	-87.661995	42.009358
945	1199	14444	BROADWAY	GRANVILLE	SB	FS	36	 	CHICAGO	1	Broadway & Granville	-87.66051018	41.99438051
946	1200	5956	HALSTED	WEBSTER	NB	NS	8	 	CHICAGO	1	Halsted & Webster	-87.64853642	41.92172473
947	1201	4638	HALSTED	HARRISON	SB	FS	8	 	CHICAGO	1	Halsted & Harrison	-87.64725505	41.87383531
948	1202	3665	HALSTED	91ST STREET	NB	NS	8A	 	CHICAGO	1	Halsted & 91st Street	-87.643293	41.72869
949	1203	10490	CICERO	MONTROSE	SB	NS	54A	 	CHICAGO	1	Cicero & Montrose	-87.74768363	41.96084042
950	1204	4922	CLARENDON	BUENA	SB	NS	"135,148"	 	CHICAGO	1	Clarendon & Buena	-87.649885	41.958562
951	1205	6171	ASHLAND	71ST STREET	NB	NS	9	N9	CHICAGO	1	Ashland & 71st Street	-87.66364073	41.76477885
