Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2/23/2018,Completed,2/23/2018,18-00739171,Street Lights - All/Out,4900 S HOYNE AVE,60609,1163186.761,1872160.14,15,9,61,41.80484778,-87.6770275,"(41.80484777922161, -87.67702749730668)"
2/23/2018,Completed,2/23/2018,18-00739560,Street Lights - All/Out,2300 N NB OUTER LAKE SHORE DR,60614,1175537.9,1915599.723,43,18,7,41.92378116,-87.63042462,"(41.923781163763756, -87.630424617845)"
2/22/2018,Completed - Dup,2/23/2018,18-00728760,Street Lights - All/Out,13000 S TORRENCE AVE,60633,1195765.566,1819350.687,10,4,55,41.65918934,-87.55928617,"(41.659189335707474, -87.55928617356717)"
2/22/2018,Completed - Dup,2/23/2018,18-00732160,Street Lights - All/Out,11653 S PEORIA ST,60643,1172396.475,1827485.82,34,5,53,41.68205759,-87.64456177,"(41.68205758742667, -87.64456176930715)"
2/22/2018,Completed - Dup,2/23/2018,18-00735132,Street Lights - All/Out,9800 S PRAIRIE AVE,60628,1179647.081,1840047.222,9,5,49,41.71636568,-87.61763841,"(41.716365681310535, -87.61763841405138)"
2/22/2018,Completed,2/23/2018,18-00725267,Street Lights - All/Out,1400 E 48TH ST,60615,1186373.449,1873452.266,4,2,39,41.80787614,-87.59194875,"(41.80787613779286, -87.59194875348848)"
2/22/2018,Completed,2/23/2018,18-00725455,Street Lights - All/Out,4645 W 51ST ST,60632,1146158.467,1870403.264,14,8,56,41.80036648,-87.73952514,"(41.80036647673786, -87.73952513833524)"
2/22/2018,Completed,2/23/2018,18-00725507,Street Lights - All/Out,2200 S WENTWORTH AVE,60616,1175318.019,1889749.595,25,9,34,41.85285192,-87.63200884,"(41.852851917085566, -87.63200883613685)"
2/22/2018,Completed,2/23/2018,18-00725517,Street Lights - All/Out,9833 S PRAIRIE AVE,60628,1179652.781,1839826.022,9,5,49,41.71575855,-87.61762427,"(41.71575854974828, -87.61762427235632)"
2/22/2018,Completed,2/23/2018,18-00725522,Street Lights - All/Out,100 E 103RD PL,60628,1178936.333,1836376.039,9,5,49,41.70630765,-87.62035286,"(41.70630764610826, -87.62035286209738)"
2/22/2018,Completed,2/23/2018,18-00725531,Street Lights - All/Out,11000 S MICHIGAN AVE,60628,1178852.491,1832044.432,9,5,49,41.69442302,-87.62079112,"(41.694423017860714, -87.62079112091729)"
2/22/2018,Completed,2/23/2018,18-00725535,Street Lights - All/Out,11624 S PRAIRIE AVE,60628,1180000.957,1827634.561,9,5,53,41.68229555,-87.61672061,"(41.682295554260605, -87.61672060836032)"
2/22/2018,Completed,2/23/2018,18-00725580,Street Lights - All/Out,816 E 131ST ST,60827,1184083.67,1818525.455,9,5,54,41.65720471,-87.60205857,"(41.657204709944516, -87.60205856985903)"
2/22/2018,Completed,2/23/2018,18-00725604,Street Lights - All/Out,3007 W 77TH ST,60652,1157657.309,1853415.046,18,8,70,41.7535226,-87.69781533,"(41.75352259981711, -87.69781533311455)"
2/22/2018,Completed,2/23/2018,18-00725615,Street Lights - All/Out,7905 S WESTERN AVE,60620,1161752.264,1852146.335,18,8,70,41.74995708,-87.68284386,"(41.74995708128618, -87.68284386470633)"
2/22/2018,Completed,2/23/2018,18-00725778,Street Lights - All/Out,932 W GARFIELD BLVD,60609,1171025.853,1868365.119,20,9,61,41.79426597,-87.64838805,"(41.794265973530386, -87.64838805425332)"
2/22/2018,Completed,2/23/2018,18-00726081,Street Lights - All/Out,2100 W GRACE ST,60618,1161678.328,1925219.769,47,19,5,41.95047961,-87.68108091,"(41.95047960850435, -87.68108091070582)"
2/22/2018,Completed,2/23/2018,18-00726734,Street Lights - All/Out,1045 W JACKSON BLVD,60607,1169494.759,1898813.452,25,12,28,41.87785238,-87.65311833,"(41.877852382844914, -87.65311833060261)"
2/22/2018,Completed,2/23/2018,18-00727529,Street Lights - All/Out,2900 N MARMORA AVE,60634,1136553.04,1918672.626,30,25,19,41.93300111,-87.77359768,"(41.93300111368287, -87.7735976782133)"
2/22/2018,Completed,2/23/2018,18-00728757,Street Lights - All/Out,12900 S TORRENCE AVE,60633,1195850.079,1820020.673,10,4,55,41.66102577,-87.5589549,"(41.661025773319196, -87.55895489538241)"
2/22/2018,Completed,2/23/2018,18-00728996,Street Lights - All/Out,2303 S PRINCETON AVE,60616,1174574.934,1889012.997,25,9,34,41.85084726,-87.63475816,"(41.85084725809026, -87.63475816453746)"
2/22/2018,Completed,2/23/2018,18-00729064,Street Lights - All/Out,9500 S ASHLAND AVE,60643,1167335.185,1841715.311,21,22,73,41.72121518,-87.66268341,"(41.7212151751912, -87.66268341437326)"
2/22/2018,Completed,2/23/2018,18-00733877,Street Lights - All/Out,4300 S ASHLAND AVE,60609,1166394.349,1876201.823,15,9,61,41.8158708,-87.66514819,"(41.815870797239896, -87.66514819234766)"
2/22/2018,Completed,2/23/2018,18-00733977,Street Lights - All/Out,4300 S WOOD ST,60609,1165067.54,1876176.777,15,9,61,41.81583028,-87.6700159,"(41.8158302763526, -87.67001590174777)"
2/22/2018,Completed,2/23/2018,18-00734176,Street Lights - All/Out,3628 W 84TH PL,60652,1153654.344,1848306.89,18,8,70,41.73958516,-87.71261994,"(41.739585164841166, -87.71261994293125)"
2/22/2018,Completed,2/23/2018,18-00734394,Street Lights - All/Out,800 W 87TH ST,60620,1172495.595,1847169.501,21,6,71,41.73607036,-87.64362181,"(41.736070360176, -87.64362180911152)"
2/22/2018,Completed,2/23/2018,18-00735289,Street Lights - All/Out,8533 S OGLESBY AVE,60617,1193282.741,1848806.194,8,4,46,41.74007922,-87.56741282,"(41.74007922111005, -87.56741281693336)"
2/21/2018,Completed - Dup,2/23/2018,18-00715207,Street Lights - All/Out,1600 W 45TH ST,60609,1166427.736,1874872.572,15,9,61,41.81222247,-87.66506364,"(41.81222247409133, -87.66506364234102)"
2/21/2018,Completed - Dup,2/23/2018,18-00722788,Street Lights - All/Out,5700 W GRACE ST,60634,1137676.927,1924693.123,38,16,15,41.94950177,-87.76932185,"(41.94950177096598, -87.76932185052587)"
2/21/2018,Completed,2/23/2018,18-00713411,Street Lights - All/Out,60 E VAN BUREN ST,60605,1177013.042,1898557.003,42,1,32,41.87698184,-87.6255211,"(41.8769818444263, -87.62552110477623)"
2/21/2018,Completed,2/23/2018,18-00714291,Street Lights - All/Out,7200 S TALMAN AVE,60629,1159953.504,1856803.342,18,8,66,41.76277374,-87.68930759,"(41.762773741934325, -87.68930759423789)"
2/21/2018,Completed,2/23/2018,18-00714976,Street Lights - All/Out,9243 S CREGIER AVE,60617,1189797.935,1843943.19,8,4,48,41.72681906,-87.58033636,"(41.72681905882184, -87.58033636222704)"
2/21/2018,Completed,2/23/2018,18-00715112,Street Lights - All/Out,4400 S MARSHFIELD AVE,60609,1166074.295,1875533.732,15,9,61,41.8140443,-87.66634124,"(41.81404430490542, -87.66634123798988)"
2/21/2018,Completed,2/23/2018,18-00715206,Street Lights - All/Out,10700 S SANGAMON ST,60643,1171882.987,1833876.311,34,22,75,41.69960536,-87.64625484,"(41.69960536028021, -87.64625484034904)"
2/21/2018,Completed,2/23/2018,18-00715757,Street Lights - All/Out,11313 S ST LAWRENCE AVE,60628,1182271.135,1830071.638,9,5,50,41.68893111,-87.60833541,"(41.68893111445138, -87.60833541324054)"
2/21/2018,Completed,2/23/2018,18-00718927,Street Lights - All/Out,8500 S CARPENTER ST,60620,1170799.205,1848451.643,21,6,71,41.73962587,-87.64979946,"(41.7396258740565, -87.64979946226143)"
2/21/2018,Completed,2/23/2018,18-00720800,Street Lights - All/Out,3346 W 65TH PL,60629,1155210.945,1860990.847,23,8,66,41.77436103,-87.70657817,"(41.77436102584631, -87.70657817019978)"
2/21/2018,Completed,2/23/2018,18-00721483,Street Lights - All/Out,1419 W FLOURNOY ST,60607,1167025.922,1897151.28,28,12,28,41.87334458,-87.66223097,"(41.873344584939936, -87.66223096504103)"
2/21/2018,Completed,2/23/2018,18-00722213,Street Lights - All/Out,1200 S ASHLAND AVE,60608,1165913.307,1894780.036,28,12,28,41.86686149,-87.66638355,"(41.866861490379335, -87.66638355140452)"
2/21/2018,Completed,2/23/2018,18-00722443,Street Lights - All/Out,6500 N GLENWOOD AVE,60626,1165757.187,1943285.43,49,24,1,41.99996623,-87.66556975,"(41.999966231548235, -87.66556974639342)"
2/21/2018,Completed,2/23/2018,18-00722783,Street Lights - All/Out,8100 S ELIZABETH ST,60620,1169399.554,1851069.201,21,6,71,41.74683921,-87.65485195,"(41.74683920902188, -87.65485195086231)"
2/21/2018,Completed,2/23/2018,18-00723152,Street Lights - All/Out,9200 S LOWE AVE,60620,1173587.026,1843869.223,21,22,73,41.72698988,-87.63972064,"(41.726989880291946, -87.63972063929685)"
2/21/2018,Completed,2/23/2018,18-00723300,Street Lights - All/Out,9231 S MAY ST,60620,1170276.77,1843577.242,21,22,73,41.7262612,-87.65185498,"(41.72626119651262, -87.65185498472945)"
2/21/2018,Completed,2/23/2018,18-00723595,Street Lights - All/Out,3414 W BERTEAU AVE,60618,1152969.904,1927712.07,35,17,16,41.95749605,-87.71302618,"(41.95749605336215, -87.71302617802279)"
2/21/2018,Completed,2/23/2018,18-00724180,Street Lights - All/Out,8500 S EUCLID AVE,60617,1190665.497,1849001.676,8,4,45,41.74067916,-87.5769956,"(41.74067916202256, -87.57699560030329)"
2/21/2018,Completed,2/23/2018,18-00724336,Street Lights - All/Out,7900 S AVALON AVE,60619,1185916.821,1852867.31,8,4,45,41.75140006,-87.59427241,"(41.75140006449878, -87.59427241072602)"
2/18/2018,Completed,2/23/2018,18-00689698,Street Lights - All/Out,11653 S PEORIA ST,60643,1172396.475,1827485.82,34,5,53,41.68205759,-87.64456177,"(41.68205758742667, -87.64456176930715)"
2/19/2018,Completed,2/23/2018,18-00691100,Street Lights - All/Out,5600 W CORCORAN PL,60644,1138973.935,1902005.156,29,15,25,41.88721993,-87.76510674,"(41.88721992503142, -87.76510673826003)"
2/19/2018,Completed,2/23/2018,18-00691668,Street Lights - All/Out,1 W 111TH ST,60628,1178226.304,1831369.355,34,5,49,41.6925847,-87.62310413,"(41.69258470197986, -87.62310413137682)"
2/19/2018,Completed,2/23/2018,18-00697856,Street Lights - All/Out,5701 W GRACE ST,60634,1137670.227,1924692.923,38,16,15,41.94950134,-87.76934648,"(41.949501343130684, -87.76934648402668)"
2/20/2018,Completed,2/23/2018,18-00700574,Street Lights - All/Out,3500 W PIERCE AVE,60651,1152743.765,1910073.73,26,14,23,41.90909953,-87.71432572,"(41.90909953241623, -87.71432572022019)"
2/20/2018,Completed,2/23/2018,18-00702017,Street Lights - All/Out,9900 S OGLESBY AVE,60617,1193798.787,1839793.18,7,4,51,41.71533406,-87.56581657,"(41.71533406206405, -87.56581656727263)"
2/20/2018,Completed,2/23/2018,18-00702075,Street Lights - All/Out,10546 S DRAKE AVE,60655,1154545.679,1834356.933,19,22,74,41.70128629,-87.70972442,"(41.701286292567055, -87.70972441782989)"
2/20/2018,Completed,2/23/2018,18-00702695,Street Lights - All/Out,2700 N WESTERN AVE,60647,1159894.748,1917871.141,32,14,22,41.93035158,-87.68784062,"(41.93035157529006, -87.68784061601909)"
2/20/2018,Completed,2/23/2018,18-00707518,Street Lights - All/Out,3631 E 97TH ST,60617,1202119.502,1841405.032,10,4,52,41.71954953,-87.53528826,"(41.71954952547454, -87.53528826463108)"
2/20/2018,Completed,2/23/2018,18-00709894,Street Lights - All/Out,10300 S INDIANA AVE,60628,1179400.531,1836719.249,9,5,49,41.7072389,-87.61864257,"(41.707238901376606, -87.61864257458204)"
2/20/2018,Completed,2/23/2018,18-00710132,Street Lights - All/Out,302 E 118TH ST,60628,1180059.037,1826776.3,9,5,53,41.67993904,-87.61653414,"(41.679939035137956, -87.61653414255784)"
2/20/2018,Completed,2/23/2018,18-00710278,Street Lights - All/Out,3234 W OHIO ST,60624,1154602.361,1903813.072,27,11,23,41.8918827,-87.70766579,"(41.89188270031127, -87.70766578869113)"
2/20/2018,Completed,2/23/2018,18-00710585,Street Lights - All/Out,10430 S DRAKE AVE,60655,1154513.208,1835214.708,19,22,74,41.70364083,-87.70982058,"(41.703640832419005, -87.70982058009237)"
2/20/2018,Completed,2/23/2018,18-00710953,Street Lights - All/Out,2000 N LAVERGNE AVE,60639,1142759.81,1912835.668,36,25,19,41.91687044,-87.75093371,"(41.91687044432211, -87.75093370871438)"
2/20/2018,Completed,2/23/2018,18-00711057,Street Lights - All/Out,717 E 88TH PL,60619,1182561.581,1846455.073,8,6,44,41.73388261,-87.606766,"(41.73388260813871, -87.60676600381744)"
2/20/2018,Completed,2/23/2018,18-00711067,Street Lights - All/Out,2736 W WELLINGTON AVE,60618,1157494.51,1919820.09,33,14,21,41.93574888,-87.69660775,"(41.935748877041185, -87.69660774714849)"
2/20/2018,Completed,2/23/2018,18-00711075,Street Lights - All/Out,10100 S YATES AVE,60617,1194152.941,1838475.589,7,4,51,41.71170979,-87.5645626,"(41.711709793343914, -87.56456260205111)"
2/20/2018,Completed,2/23/2018,18-00711096,Street Lights - All/Out,6000 N WINCHESTER AVE,60660,1162289.46,1939880.836,40,24,2,41.99069742,-87.67842246,"(41.9906974226407, -87.67842246476303)"
2/20/2018,Completed,2/23/2018,18-00711113,Street Lights - All/Out,6130 W BELMONT AVE,60634,1134966.88,1920632.129,30,16,17,41.93840648,-87.77938025,"(41.9384064751707, -87.77938024959303)"
2/20/2018,Completed,2/23/2018,18-00711359,Street Lights - All/Out,6900 W IMLAY ST,60631,1129437.44,1942532.54,41,16,10,41.99859973,-87.79920079,"(41.9985997323297, -87.79920078940877)"
2/20/2018,Completed,2/23/2018,18-00711498,Street Lights - All/Out,400 E 89TH PL,60619,1180481.584,1845728.133,9,6,44,41.73193573,-87.61440829,"(41.73193572970244, -87.61440828904037)"
2/20/2018,Completed,2/23/2018,18-00711902,Street Lights - All/Out,7900 S EAST END AVE,60617,1189021.8,1852937.81,8,4,46,41.75151977,-87.58289208,"(41.7515197701563, -87.58289208234596)"
2/5/2018,Completed,2/23/2018,18-00576768,Street Lights - All/Out,2900 W CONGRESS PKWY,60612,1157123.791,1897635.356,27,11,27,41.87487963,-87.69857348,"(41.87487963344524, -87.69857347824805)"
2/6/2018,Completed,2/23/2018,18-00593258,Street Lights - All/Out,6900 S ABERDEEN ST,60621,1170173.258,1859052.858,6,7,68,41.76873062,-87.65178514,"(41.76873062471316, -87.65178513742656)"
2/7/2018,Completed,2/23/2018,18-00602813,Street Lights - All/Out,12200 S BISHOP ST,60643,1168879.924,1823771.141,34,5,53,41.6719403,-87.65754103,"(41.67194029632558, -87.65754102876312)"
2/15/2018,Completed - Dup,2/23/2018,18-00662701,Street Lights - All/Out,4025 N TRIPP AVE,60641,1147278.105,1926462.022,45,17,16,41.95417697,-87.73398338,"(41.95417697421911, -87.7339833769668)"
2/15/2018,Completed,2/23/2018,18-00662684,Street Lights - All/Out,7500 S STEWART AVE,60620,1174924.144,1855208.826,6,6,69,41.75807752,-87.63448529,"(41.75807752425322, -87.63448528623006)"
2/15/2018,Completed,2/23/2018,18-00662703,Street Lights - All/Out,3906 N KENNEDY EXPRESS RL,60641,1148980.516,1925681.038,45,17,16,41.95200105,-87.72774532,"(41.952001051112475, -87.72774532492588)"
2/15/2018,Completed,2/23/2018,18-00662828,Street Lights - All/Out,4008 N TRIPP AVE,60641,1147280.105,1926362.622,45,17,16,41.95390417,-87.73397858,"(41.953904174293015, -87.73397858017415)"
2/15/2018,Completed,2/23/2018,18-00663444,Street Lights - All/Out,8030 S TRUMBULL AVE,60652,1154779.563,1851126.521,18,8,70,41.74730036,-87.70842225,"(41.747300360478405, -87.70842224825651)"
2/15/2018,Completed,2/23/2018,18-00669953,Street Lights - All/Out,354 W 106TH ST,60628,1175808.22,1834631.57,34,5,49,41.70159107,-87.63185984,"(41.70159107185203, -87.63185984202941)"
2/16/2018,Completed,2/23/2018,18-00679974,Street Lights - All/Out,5443 N MELVINA AVE,60630,1133735.557,1935908.1,45,16,11,41.98034703,-87.78354551,"(41.980347032594864, -87.78354551037931)"
2/23/2018,Completed - Dup,2/24/2018,18-00747964,Street Lights - All/Out,4300 S ELLIS AVE,60653,1183645.676,1876706.599,4,2,39,41.8168704,-87.60185178,"(41.816870404584456, -87.60185177781524)"
2/23/2018,Completed,2/24/2018,18-00736983,Street Lights - All/Out,8201 S ASHLAND AVE,60620,1167099.239,1850335.632,21,6,71,41.74487566,-87.66330184,"(41.74487565556345, -87.6633018378785)"
2/23/2018,Completed,2/24/2018,18-00737970,Street Lights - All/Out,4300 S ELLIS AVE,60653,1183645.676,1876706.599,4,2,39,41.8168704,-87.60185178,"(41.816870404584456, -87.60185177781524)"
2/21/2018,Completed - Dup,2/24/2018,18-00714205,Street Lights - All/Out,6846 S CLYDE AVE,60649,1191391.773,1859987.822,5,3,43,41.77080852,-87.57397936,"(41.770808523269196, -87.5739793555722)"
2/21/2018,Completed,2/24/2018,18-00714033,Street Lights - All/Out,2900 W OGDEN AVE,60623,1157184.232,1892340.441,24,10,29,41.86034861,-87.69849533,"(41.86034861459229, -87.69849533029908)"
2/21/2018,Completed,2/24/2018,18-00720784,Street Lights - All/Out,4200 S ELLIS AVE,60653,1183632.508,1877118.928,4,2,36,41.81800217,-87.6018872,"(41.81800217100333, -87.60188720376281)"
2/22/2018,Completed - Dup,2/24/2018,18-00726257,Street Lights - All/Out,5600 N KERBS AVE,60646,1143751.63,1937272.1,39,17,12,41.98390763,-87.74667519,"(41.983907627299, -87.74667518767438)"
2/22/2018,Completed,2/24/2018,18-00725729,Street Lights - All/Out,1045 W CERMAK RD,60608,1169829.88,1889599.686,25,12,31,41.85256179,-87.65215629,"(41.85256178949517, -87.65215628998604)"
2/22/2018,Completed,2/24/2018,18-00725745,Street Lights - All/Out,718 W 41ST ST,60609,1172116.323,1877863.815,11,9,61,41.82030745,-87.64411003,"(41.82030745011263, -87.64411003193041)"
2/22/2018,Completed,2/24/2018,18-00736602,Street Lights - All/Out,5600 S ASHLAND AVE,60636,1166627.575,1867580.137,16,7,67,41.79220692,-87.66453876,"(41.79220692138674, -87.66453876066657)"
2/16/2018,Completed,2/24/2018,18-00672323,Street Lights - All/Out,4553 S HALSTED ST,60609,1171733.668,1874661.25,11,9,61,41.81152771,-87.6456078,"(41.811527711996746, -87.64560780155836)"
2/16/2018,Completed,2/24/2018,18-00672354,Street Lights - All/Out,3301 W OGDEN AVE,60623,1154636.573,1891137.749,24,10,29,41.8570996,-87.70787935,"(41.85709960432322, -87.70787935377412)"
2/16/2018,Completed,2/24/2018,18-00680557,Street Lights - All/Out,4900 S PRAIRIE AVE,60615,1178869.478,1872593.931,3,2,38,41.80569513,-87.61949721,"(41.805695125306436, -87.6194972101772)"
2/16/2018,Completed,2/24/2018,18-00681051,Street Lights - All/Out,5800 N KIRBY AVE,60646,1144187.261,1937719.45,39,17,12,41.98512699,-87.74506169,"(41.98512698969161, -87.74506168845573)"
2/19/2018,Completed - Dup,2/24/2018,18-00691089,Street Lights - All/Out,5700 N KERCHEVAL AVE,60646,1144717.45,1937378.18,39,17,12,41.98418051,-87.74312033,"(41.984180510371026, -87.74312032735071)"
2/19/2018,Completed - Dup,2/24/2018,18-00691091,Street Lights - All/Out,5600 N KERBS AVE,60646,1143751.63,1937272.1,39,17,12,41.98390763,-87.74667519,"(41.983907627299, -87.74667518767438)"
2/19/2018,Completed,2/24/2018,18-00697653,Street Lights - All/Out,5000 S ASHLAND AVE,60609,1166518.614,1871563.625,20,9,61,41.80314041,-87.66482471,"(41.80314040777324, -87.66482471037882)"
2/20/2018,Completed,2/24/2018,18-00711406,Street Lights - All/Out,6817 S CHAPPEL AVE,60649,1191052.857,1860174.706,5,3,43,41.77132955,-87.57521563,"(41.77132955221756, -87.5752156335513)"
2/26/2018,Completed - Dup,2/26/2018,18-00761960,Street Lights - All/Out,2400 N AUSTIN AVE,60639,1135998.515,1915325.663,30,25,19,41.92382659,-87.77571554,"(41.92382658731962, -87.77571553587997)"
2/26/2018,Completed - Dup,2/26/2018,18-00763988,Street Lights - All/Out,900 E 53RD ST,60615,1183136.1,1870328.18,5,2,41,41.79937942,-87.60391958,"(41.79937941609011, -87.60391958306293)"
2/24/2018,Completed,2/26/2018,18-00750284,Street Lights - All/Out,5500 S MOODY AVE,60638,1136307.8,1867459.66,13,8,56,41.79246977,-87.77572132,"(41.792469769734204, -87.77572132018813)"
2/24/2018,Completed,2/26/2018,18-00751674,Street Lights - All/Out,6022 S WASHTENAW AVE,60629,1159407.398,1864613.865,16,8,66,41.78421815,-87.6910954,"(41.784218145461224, -87.69109539532161)"
2/24/2018,Completed,2/26/2018,18-00753652,Street Lights - All/Out,4703 S LAMON AVE,60638,1144483.587,1873004.01,22,8,56,41.80753492,-87.74560232,"(41.80753491921355, -87.7456023192689)"
2/24/2018,Completed,2/26/2018,18-00753721,Street Lights - All/Out,5200 S RIDGEWAY AVE,60632,1152252.318,1869875.903,23,8,62,41.79880163,-87.71719069,"(41.79880162505769, -87.71719069087486)"
2/24/2018,Completed,2/26/2018,18-00753739,Street Lights - All/Out,2500 N KEDZIE BLVD,60647,1154616.492,1916478.77,32,14,22,41.9266382,-87.70727438,"(41.92663820479827, -87.7072743788568)"
2/24/2018,Completed,2/26/2018,18-00753862,Street Lights - All/Out,3414 W 84TH PL,60652,1155096.394,1848347.706,18,8,70,41.73966851,-87.70733535,"(41.73966850721726, -87.70733535055867)"
2/24/2018,Completed,2/26/2018,18-00754196,Street Lights - All/Out,5000 N DAMEN AVE,60625,1162102.927,1933210.52,40,20,4,41.97239773,-87.67929592,"(41.972397734730286, -87.67929591913091)"
2/24/2018,Completed,2/26/2018,18-00754287,Street Lights - All/Out,1900 S MILLARD AVE,60623,1152344.356,1890357.266,24,10,29,41.85500338,-87.71631372,"(41.855003378556226, -87.71631372255136)"
2/24/2018,Completed,2/26/2018,18-00754879,Street Lights - All/Out,10223 S YATES AVE,60617,1194168.914,1837662.988,7,4,51,41.70947954,-87.56453068,"(41.7094795441379, -87.56453067630451)"
2/25/2018,Completed - Dup,2/26/2018,18-00758700,Street Lights - All/Out,1100 N CLARK ST,60610,1175341.073,1907603.465,2,18,8,41.90184351,-87.63138829,"(41.901843507071405, -87.63138828902169)"
2/25/2018,Completed - Dup,2/26/2018,18-00758828,Street Lights - All/Out,4200 W FULLERTON AVE,60639,1147984.314,1915625.002,31,25,20,41.92442568,-87.73166685,"(41.924425678680265, -87.73166684709862)"
2/25/2018,Completed - Dup,2/26/2018,18-00759773,Street Lights - All/Out,2400 N AUSTIN AVE,60639,1135998.515,1915325.663,30,25,19,41.92382659,-87.77571554,"(41.92382658731962, -87.77571553587997)"
2/25/2018,Completed,2/26/2018,18-00755231,Street Lights - All/Out,5500 N DAMEN AVE,60625,1162003.933,1936532.32,40,20,4,41.98151496,-87.67956671,"(41.98151496000028, -87.67956671482087)"
2/25/2018,Completed,2/26/2018,18-00756132,Street Lights - All/Out,5500 S WOOD ST,60636,1165288.828,1868078.69,15,7,67,41.79360349,-87.66943363,"(41.79360348618146, -87.6694336288822)"
2/23/2018,Completed - Dup,2/26/2018,18-00747914,Street Lights - All/Out,8700 S MACKINAW AVE,60617,1199898.659,1847919.432,10,4,46,41.73748175,-87.54320333,"(41.73748174579942, -87.54320333247075)"
2/23/2018,Completed,2/26/2018,18-00736969,Street Lights - All/Out,2730 W ARDMORE AVE,60659,1156961.14,1938407.406,40,20,2,41.9867644,-87.69806149,"(41.98676440313679, -87.69806149157458)"
2/23/2018,Completed,2/26/2018,18-00737966,Street Lights - All/Out,1832 S HOMAN AVE,60623,1153991.236,1890831.06,24,10,29,41.85627089,-87.71025629,"(41.85627088885951, -87.71025628554261)"
2/23/2018,Completed,2/26/2018,18-00737973,Street Lights - All/Out,7900 S GREENWOOD AVE,60619,1184922.932,1852845.469,8,6,44,41.7513635,-87.59791517,"(41.75136350151133, -87.59791517209895)"
2/23/2018,Completed,2/26/2018,18-00738924,Street Lights - All/Out,1926 W 22ND PL,60608,1163879.372,1889091.36,25,10,31,41.85129435,-87.67401073,"(41.851294348650946, -87.67401073343626)"
2/23/2018,Completed,2/26/2018,18-00738947,Street Lights - All/Out,6115 W 63RD ST,60638,1136829.067,1862123.233,13,8,64,41.77781636,-87.77393718,"(41.777816358714006, -87.77393717647517)"
2/23/2018,Completed,2/26/2018,18-00739230,Street Lights - All/Out,1533 S TRUMBULL AVE,60623,1153618.334,1892272.5,24,10,29,41.86023378,-87.71158672,"(41.860233784372404, -87.71158672465592)"
2/23/2018,Completed,2/26/2018,18-00744454,Street Lights - All/Out,10400 S DRAKE AVE,60655,1154506.208,1835408.808,19,22,74,41.70417362,-87.70984107,"(41.70417361828134, -87.70984106715584)"
2/23/2018,Completed,2/26/2018,18-00745816,Street Lights - All/Out,5626 S CARPENTER ST,60621,1170273.861,1867504.814,16,7,68,41.79192161,-87.65117061,"(41.79192160861943, -87.65117060638663)"
2/23/2018,Completed,2/26/2018,18-00747331,Street Lights - All/Out,4509 W 68TH ST,60629,1147463.679,1859127.557,13,8,65,41.76939927,-87.7350262,"(41.76939927142591, -87.73502619519898)"
2/23/2018,Completed,2/26/2018,18-00747849,Street Lights - All/Out,10035 S AVENUE N,60617,1201157.97,1839075.778,10,4,52,41.71318227,-87.5388887,"(41.7131822721627, -87.5388887005755)"
2/23/2018,Completed,2/26/2018,18-00748158,Street Lights - All/Out,5500 S ARCHER AVE,60638,1144243.82,1869580.306,14,8,56,41.79814423,-87.74656745,"(41.79814422929608, -87.74656745376059)"
2/23/2018,Completed,2/26/2018,18-00748357,Street Lights - All/Out,9613 S BEVERLY AVE,60643,1167474.116,1840947.489,21,22,73,41.71910518,-87.66219646,"(41.719105180860275, -87.66219646085524)"
2/23/2018,Completed,2/26/2018,18-00748705,Street Lights - All/Out,9216 S THROOP ST,60620,1169279.6,1843652.621,21,22,73,41.72648965,-87.65550553,"(41.72648965270533, -87.65550553360232)"
2/21/2018,Completed,2/26/2018,18-00713707,Street Lights - All/Out,3001 N SOUTHPORT AVE,60657,1166450.167,1920031.946,32,19,6,41.93614298,-87.66368905,"(41.93614298424852, -87.66368905397249)"
2/21/2018,Completed,2/26/2018,18-00715285,Street Lights - All/Out,13107 S AVENUE N,60633,1201404.609,1818638.432,10,4,55,41.65709401,-87.53867585,"(41.65709401270764, -87.53867585175058)"
2/21/2018,Completed,2/26/2018,18-00717415,Street Lights - All/Out,7927 S PRINCETON AVE,60620,1175662.01,1852390.257,17,6,44,41.75032655,-87.63186532,"(41.75032655113235, -87.63186531951239)"
2/21/2018,Completed,2/26/2018,18-00721984,Street Lights - All/Out,2700 N CENTRAL AVE,60639,1138579.467,1917392.807,30,25,19,41.92945261,-87.76618173,"(41.92945261045665, -87.76618172623891)"
2/21/2018,Completed,2/26/2018,18-00722274,Street Lights - All/Out,3728 N LEAVITT ST,60618,1161028.008,1924870.707,47,19,5,41.94953532,-87.68348116,"(41.94953532017577, -87.68348116356462)"
2/21/2018,Completed,2/26/2018,18-00723455,Street Lights - All/Out,739 W 112TH ST,60628,1173279.376,1830587.556,34,22,49,41.69054983,-87.64123863,"(41.69054982807774, -87.6412386332512)"
2/22/2018,Completed - Dup,2/26/2018,18-00726024,Street Lights - All/Out,2400 N AUSTIN AVE,60639,1135998.515,1915325.663,30,25,19,41.92382659,-87.77571554,"(41.92382658731962, -87.77571553587997)"
2/22/2018,Completed,2/26/2018,18-00725402,Street Lights - All/Out,5700 S NAGLE AVE,60638,1134361.447,1866057.789,13,8,56,41.7886572,-87.78289139,"(41.78865720321385, -87.78289139441259)"
