Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
1/1/2018,Completed - Dup,1/3/2018,18-00001958,Street Lights - All/Out,5700 N OKETO AVE,60631,1126024.048,1937047.553,41,16,10,41.98360613,-87.81188073,"(41.983606127677454, -87.81188072707522)"
1/1/2018,Completed,1/3/2018,18-00008088,Street Lights - All/Out,4156 N KEDZIE AVE,60618,1154308.287,1927538.63,33,17,16,41.95699343,-87.70811048,"(41.95699343307391, -87.70811048065795)"
1/1/2018,Completed,1/3/2018,18-00010082,Street Lights - All/Out,440 N CARPENTER ST,60642,1169374.378,1903249.272,27,12,24,41.8900272,-87.65343129,"(41.89002720190363, -87.65343129489695)"
1/1/2018,Completed,1/3/2018,18-00011686,Street Lights - All/Out,10700 S AVENUE C,60617,1204454.017,1834622.68,10,4,52,41.70087854,-87.52697049,"(41.70087854245769, -87.52697049423276)"
1/1/2018,Completed,1/3/2018,18-00011804,Street Lights - All/Out,8048 S PRINCETON AVE,60620,1175684.098,1851586.82,17,6,44,41.74812133,-87.63180838,"(41.748121326763915, -87.63180838484665)"
1/1/2018,Completed,1/3/2018,18-00013765,Street Lights - All/Out,1799 N VINE ST,60614,1171750.32,1911962.85,43,18,7,41.91388576,-87.64444887,"(41.9138857614529, -87.6444488666253)"
1/2/2018,Completed,1/3/2018,18-00015726,Street Lights - All/Out,125 S LEAVITT ST,60612,1161762.13,1899393.984,27,12,28,41.87961007,-87.68149438,"(41.879610073057414, -87.68149438403097)"
1/2/2018,Completed,1/3/2018,18-00015741,Street Lights - All/Out,1000 W AINSLIE ST,60640,1168743.557,1932964.34,48,20,3,41.9715805,-87.65488442,"(41.971580496098454, -87.65488441955053)"
1/2/2018,Completed,1/3/2018,18-00015743,Street Lights - All/Out,606 W WELLINGTON AVE,60657,1171666.826,1920205.993,44,19,6,41.93650716,-87.64451233,"(41.93650716036481, -87.64451233418173)"
1/2/2018,Completed,1/3/2018,18-00015751,Street Lights - All/Out,3023 N BROADWAY,60657,1171722.326,1920436.493,44,19,6,41.93713844,-87.64430156,"(41.93713843768616, -87.64430155837553)"
1/2/2018,Completed,1/3/2018,18-00015769,Street Lights - All/Out,1800 S CANAL ST,60616,1173416.671,1891488.307,25,12,31,41.85766548,-87.63893572,"(41.85766547559627, -87.63893572324801)"
1/2/2018,Completed,1/3/2018,18-00015774,Street Lights - All/Out,5000 N SHERIDAN RD,60640,1168726.6,1933595.613,48,20,3,41.9733131,-87.65492839,"(41.973313096616586, -87.65492839305467)"
1/2/2018,Completed,1/3/2018,18-00015784,Street Lights - All/Out,2200 W 19TH ST,60608,1162003.836,1890711.588,25,12,31,41.85577973,-87.6808492,"(41.85577972743827, -87.68084919591855)"
1/2/2018,Completed,1/3/2018,18-00015840,Street Lights - All/Out,3926 N NOTTINGHAM AVE,60634,1128028.113,1925285.396,38,16,17,41.95129579,-87.80477684,"(41.95129579440333, -87.80477684274335)"
1/2/2018,Completed,1/3/2018,18-00015844,Street Lights - All/Out,7128 W WAVELAND AVE,60634,1128093.419,1923767.06,38,16,17,41.9471282,-87.80457121,"(41.94712820058492, -87.80457120882383)"
1/2/2018,Completed,1/3/2018,18-00015864,Street Lights - All/Out,3228 N NATCHEZ AVE,60634,1132482.38,1920757.965,36,16,17,41.93879548,-87.78850858,"(41.93879547794713, -87.78850857531435)"
1/2/2018,Completed,1/3/2018,18-00022278,Street Lights - All/Out,13237 S AVENUE N,60633,1201412.329,1817786.034,10,4,55,41.65475475,-87.53867636,"(41.654754745251736, -87.53867635545073)"
1/2/2018,Completed,1/3/2018,18-00022384,Street Lights - All/Out,7757 S THROOP ST,60620,1169228.488,1853336.651,17,6,71,41.7530651,-87.65541332,"(41.75306509835118, -87.65541331841796)"
1/2/2018,Completed,1/3/2018,18-00027523,Street Lights - All/Out,7347 S DANTE AVE,60619,1187144.15,1856564.456,8,3,43,41.76151636,-87.58965779,"(41.761516360842236, -87.5896577907901)"
11/9/2017,Completed - Dup,1/4/2018,17-07581536,Street Lights - All/Out,2925 W WAVELAND AVE,60618,1156105.806,1924452.859,33,17,16,41.9484897,-87.70158587,"(41.94848970440521, -87.70158587370099)"
12/19/2017,Completed,1/4/2018,17-08464674,Street Lights - All/Out,9901 S CRILLY DR,60617,1203777.955,1840061.585,10,4,52,41.71582066,-87.52925996,"(41.71582066454261, -87.52925996145032)"
12/19/2017,Completed,1/4/2018,17-08465008,Street Lights - All/Out,403 S ABERDEEN ST,60607,1169113.851,1898336.753,25,12,28,41.87655256,-87.65453076,"(41.87655256033501, -87.65453076312659)"
12/20/2017,Completed,1/4/2018,17-08482750,Street Lights - All/Out,1055 N HOMAN AVE,60651,1153544.17,1906941.73,26,11,23,41.90048915,-87.71146879,"(41.90048914754619, -87.71146879086484)"
12/26/2017,Completed,1/4/2018,17-08597209,Street Lights - All/Out,2300 S PRINCETON AVE,60616,1174574.134,1889044.997,25,9,34,41.85093509,-87.63476015,"(41.85093508636327, -87.63476014524277)"
12/26/2017,Completed,1/4/2018,17-08611353,Street Lights - All/Out,7435 N OVERHILL AVE,60631,1124074.915,1948845.56,41,16,9,42.01601335,-87.81878871,"(42.01601334878656, -87.81878870884411)"
12/27/2017,Completed,1/4/2018,17-08618769,Street Lights - All/Out,5734 S OAK PARK AVE,60638,1132039.126,1865763.016,13,8,56,41.78788877,-87.79141353,"(41.78788877477672, -87.79141352869749)"
12/27/2017,Completed,1/4/2018,17-08626395,Street Lights - All/Out,13243 S AVENUE L,60633,1202076.91,1817715.1,10,4,55,41.65454326,-87.5362471,"(41.65454325734388, -87.53624709758785)"
12/28/2017,Completed - Dup,1/4/2018,17-08641944,Street Lights - All/Out,13200 S AVENUE L,60633,1202075.71,1817961.3,10,4,55,41.65521889,-87.53624316,"(41.655218887101, -87.53624315834784)"
12/28/2017,Completed,1/4/2018,17-08632713,Street Lights - All/Out,8735 S BEVERLY AVE,60620,1164736.389,1846659.383,21,22,71,41.73483764,-87.6720632,"(41.73483763886852, -87.67206319508101)"
12/29/2017,Completed - Dup,1/4/2018,17-08655091,Street Lights - All/Out,13200 S AVENUE L,60633,1202075.71,1817961.3,10,4,55,41.65521889,-87.53624316,"(41.655218887101, -87.53624315834784)"
12/29/2017,Completed,1/4/2018,17-08656184,Street Lights - All/Out,3412 S INDIANA AVE,60616,1178162.149,1882376.702,3,2,35,41.83255595,-87.62179428,"(41.83255595470175, -87.62179428096499)"
12/29/2017,Completed,1/4/2018,17-08671677,Street Lights - All/Out,1700 W 89TH ST,60620,1166566.309,1845670.632,21,22,71,41.73208558,-87.66538724,"(41.73208558048885, -87.66538724147796)"
12/30/2017,Completed,1/4/2018,17-08677748,Street Lights - All/Out,2210 W 83RD ST,60620,1163044.327,1849575.643,18,6,70,41.74287581,-87.67818089,"(41.74287581151864, -87.67818088580056)"
1/1/2018,Completed,1/4/2018,18-00008658,Street Lights - All/Out,333 W 107TH PL,60628,1176035.59,1833640.584,34,5,49,41.69886658,-87.63105688,"(41.69886657792085, -87.63105687766918)"
1/2/2018,Completed,1/4/2018,18-00015627,Street Lights - All/Out,5304 S CICERO AVE,60638,1145259.64,1869006.773,23,8,56,41.79655127,-87.74285665,"(41.796551273752904, -87.74285664575807)"
1/2/2018,Completed,1/4/2018,18-00015651,Street Lights - All/Out,2211 S KEELER AVE,60623,1148734.467,1888962.748,22,10,29,41.85124706,-87.72959972,"(41.85124706399835, -87.72959971873767)"
1/2/2018,Completed,1/4/2018,18-00015657,Street Lights - All/Out,8700 S INDIANA AVE,60619,1179112.427,1847354.859,9,6,44,41.73643094,-87.6193746,"(41.736430935418454, -87.61937459900821)"
1/2/2018,Completed,1/4/2018,18-00015660,Street Lights - All/Out,3800 W 103RD ST,60655,1152816.746,1836054.62,19,22,74,41.70597925,-87.71601072,"(41.70597924858403, -87.71601071504053)"
1/2/2018,Completed,1/4/2018,18-00015661,Street Lights - All/Out,8800 S INDIANA AVE,60619,1179131.251,1846688.92,9,6,44,41.73460309,-87.61932588,"(41.73460309056543, -87.61932587705454)"
1/2/2018,Completed,1/4/2018,18-00015704,Street Lights - All/Out,10751 S ROCKWELL ST,60655,1160999.335,1833243,19,22,75,41.6980988,-87.68612373,"(41.69809879716344, -87.6861237338351)"
1/2/2018,Completed,1/4/2018,18-00015706,Street Lights - All/Out,4950 S CHICAGO BEACH DR,60615,1188055.65,1872908.71,5,2,39,41.8063446,-87.58579632,"(41.80634459681909, -87.58579631819727)"
1/2/2018,Completed,1/4/2018,18-00015719,Street Lights - All/Out,5000 S SB OUTER LAKE SHORE DR,60615,1188946.83,1872216.191,5,2,39,41.80442296,-87.58255002,"(41.80442296243336, -87.58255002283708)"
1/2/2018,Completed,1/4/2018,18-00015867,Street Lights - All/Out,1100 N LARAMIE AVE,60651,1141493.997,1906831.262,37,15,25,41.90041717,-87.7557329,"(41.90041717355992, -87.75573290476952)"
1/2/2018,Completed,1/4/2018,18-00015874,Street Lights - All/Out,1600 N CICERO AVE,60639,1144089.532,1910204.654,37,25,25,41.90962578,-87.74611445,"(41.90962578189356, -87.74611444691517)"
1/2/2018,Completed,1/4/2018,18-00015878,Street Lights - All/Out,4846 W NORTH AVE,60639,1143765.832,1910196.754,37,25,25,41.90961018,-87.74730379,"(41.90961017842982, -87.74730379497286)"
1/2/2018,Completed,1/4/2018,18-00015900,Street Lights - All/Out,1443 S KOSTNER AVE,60623,1147285.011,1892721.151,24,10,29,41.86158844,-87.73482346,"(41.86158844108259, -87.73482345540029)"
1/2/2018,Completed,1/4/2018,18-00015907,Street Lights - All/Out,1700 N KEELER AVE,60639,1148125.326,1910967.681,26,25,23,41.91164283,-87.73126884,"(41.91164282862574, -87.73126884458321)"
1/2/2018,Completed,1/4/2018,18-00026709,Street Lights - All/Out,523 E 89TH PL,60619,1181297.365,1845752.417,9,6,44,41.73198363,-87.61141903,"(41.73198362895828, -87.6114190299462)"
1/3/2018,Completed,1/4/2018,18-00038741,Street Lights - All/Out,9740 S VAN VLISSINGEN RD,60617,1190845.599,1840774.059,7,4,51,41.71809743,-87.57660076,"(41.71809742905379, -87.57660075580388)"
1/4/2018,Completed,1/4/2018,18-00053006,Street Lights - All/Out,7003 S OGLESBY AVE,60649,1192979.383,1858968.15,5,3,43,41.76797186,-87.56819314,"(41.76797185813039, -87.56819314089849)"
1/5/2018,Completed,1/5/2018,18-00069011,Street Lights - All/Out,1800 W 79TH ST,60620,1165722.451,1852298.953,17,6,71,41.7502926,-87.668291,"(41.750292597430544, -87.66829100171799)"
1/5/2018,Completed,1/5/2018,18-00069071,Street Lights - All/Out,8123 S LAFLIN ST,60620,1167748.257,1850869.552,21,6,71,41.74632691,-87.66090845,"(41.746326913052386, -87.66090844924906)"
12/13/2017,Completed - Dup,1/5/2018,17-08351955,Street Lights - All/Out,125 N CICERO AVE,60644,1144362.779,1900326.921,28,11,25,41.88251502,-87.74535932,"(41.88251502409652, -87.74535932010396)"
12/23/2017,Completed,1/5/2018,17-08569729,Street Lights - All/Out,7525 S CHAMPLAIN AVE,60619,1181867.571,1855258.55,6,6,69,41.75805637,-87.60903702,"(41.758056369615524, -87.6090370242262)"
12/27/2017,Completed,1/5/2018,17-08614868,Street Lights - All/Out,3543 N HARLEM AVE,60634,1127447.114,1922709.142,38,16,17,41.94423606,-87.80697078,"(41.94423606350778, -87.8069707818614)"
12/28/2017,Completed,1/5/2018,17-08641109,Street Lights - All/Out,6200 N LE MAI AVE,60646,1140285.522,1940875.834,39,16,12,41.99386099,-87.75933432,"(41.993860985294276, -87.75933431640955)"
12/29/2017,Completed,1/5/2018,17-08655652,Street Lights - All/Out,3033 W VAN BUREN ST,60612,1156107.861,1898004.621,28,11,27,41.87591349,-87.70229359,"(41.875913489266935, -87.70229359283248)"
12/30/2017,Completed - Dup,1/5/2018,17-08685709,Street Lights - All/Out,5350 S LAFLIN ST,60609,1167236.848,1869589.726,20,9,61,41.79770844,-87.66224713,"(41.79770844228895, -87.66224712663016)"
12/30/2017,Completed,1/5/2018,17-08684699,Street Lights - All/Out,5350 S LAFLIN ST,60609,1167236.848,1869589.726,20,9,61,41.79770844,-87.66224713,"(41.79770844228895, -87.66224712663016)"
1/2/2018,Completed,1/5/2018,18-00014463,Street Lights - All/Out,6800 N CALIFORNIA AVE,60645,1156431.78,1944994.794,50,24,2,42.00485123,-87.69982924,"(42.00485123221907, -87.69982923913578)"
1/2/2018,Completed,1/5/2018,18-00015163,Street Lights - All/Out,6300 S KNOX AVE,60629,1146461.733,1862426.434,13,8,64,41.77847101,-87.73861531,"(41.77847101488801, -87.73861530683645)"
1/2/2018,Completed,1/5/2018,18-00015770,Street Lights - All/Out,1715 N CLARK ST,60614,1174852.481,1911847.391,43,18,7,41.9135,-87.63305567,"(41.91349999735352, -87.63305566670466)"
1/2/2018,Completed,1/5/2018,18-00015816,Street Lights - All/Out,5400 S LAFLIN ST,60609,1167253.693,1868925.846,20,9,61,41.79588632,-87.66220436,"(41.79588631566056, -87.66220436195518)"
1/2/2018,Completed,1/5/2018,18-00021203,Street Lights - All/Out,148 N CICERO AVE,60644,1144356.779,1900551.021,28,15,25,41.88313009,-87.74537571,"(41.88313009413299, -87.74537571463463)"
1/2/2018,Completed,1/5/2018,18-00021677,Street Lights - All/Out,7440 S SANGAMON ST,60621,1171261.069,1855566.002,17,7,68,41.75913853,-87.64789962,"(41.759138534272566, -87.64789961686563)"
1/2/2018,Completed,1/5/2018,18-00021960,Street Lights - All/Out,7621 S MORGAN ST,60620,1170964.631,1854290.236,17,6,71,41.75564414,-87.64902324,"(41.75564414482067, -87.64902323790069)"
1/2/2018,Completed,1/5/2018,18-00031103,Street Lights - All/Out,3951 W MONROE ST,60624,1150062.896,1899368.822,28,11,26,41.87977682,-87.72445315,"(41.87977682290748, -87.72445315314566)"
1/3/2018,Completed - Dup,1/5/2018,18-00046719,Street Lights - All/Out,800 S CANAL ST,60607,1173260.864,1896721.271,25,1,28,41.87202856,-87.63935235,"(41.87202856129669, -87.63935235000454)"
1/3/2018,Completed,1/5/2018,18-00032843,Street Lights - All/Out,1761 W 91ST ST,60620,1166044.723,1844338.475,19,22,72,41.72844103,-87.6673358,"(41.72844103139366, -87.66733579556119)"
1/3/2018,Completed,1/5/2018,18-00032873,Street Lights - All/Out,7849 S LAFLIN ST,60620,1167477.913,1852679.006,17,6,71,41.7512981,-87.66184731,"(41.75129810129319, -87.66184731125365)"
1/3/2018,Completed,1/5/2018,18-00033303,Street Lights - All/Out,2121 S TROY ST,60623,1155685.67,1889581.9,24,10,30,41.85280914,-87.70407041,"(41.85280914495736, -87.7040704102961)"
1/3/2018,Completed,1/5/2018,18-00036259,Street Lights - All/Out,817 W 129TH PL,60643,1173165.38,1818902.894,34,5,53,41.65848771,-87.64199919,"(41.65848770889924, -87.64199919030362)"
1/3/2018,Completed,1/5/2018,18-00039604,Street Lights - All/Out,4901 W 63RD ST,60638,1144787.45,1862382.832,13,8,64,41.77838297,-87.74475452,"(41.778382973408476, -87.74475452378651)"
1/3/2018,Completed,1/5/2018,18-00040822,Street Lights - All/Out,800 S CANAL ST,60607,1173260.864,1896721.271,25,1,28,41.87202856,-87.63935235,"(41.87202856129669, -87.63935235000454)"
1/3/2018,Completed,1/5/2018,18-00044885,Street Lights - All/Out,337 W 105TH PL,60628,1175894.654,1834965.968,34,5,49,41.70250678,-87.63153337,"(41.70250677702576, -87.63153337175494)"
1/4/2018,Completed - Dup,1/5/2018,18-00053252,Street Lights - All/Out,5400 S LAFLIN ST,60609,1167253.693,1868925.846,20,9,61,41.79588632,-87.66220436,"(41.79588631566056, -87.66220436195518)"
1/4/2018,Completed,1/5/2018,18-00053093,Street Lights - All/Out,5706 W NORTH AVE,60639,1138043,1910060.877,29,25,25,41.90934269,-87.76833063,"(41.90934268563747, -87.7683306286114)"
1/4/2018,Completed,1/5/2018,18-00053097,Street Lights - All/Out,717 S CENTRAL PARK AVE,60624,1152492.712,1896610.431,24,11,27,41.87215985,-87.71560404,"(41.87215984777619, -87.71560403828835)"
1/4/2018,Completed,1/5/2018,18-00053335,Street Lights - All/Out,6438 S MAY ST,60621,1169757.215,1862103.155,16,7,68,41.77711005,-87.65322173,"(41.77711005347304, -87.65322172537124)"
1/4/2018,Completed,1/5/2018,18-00055764,Street Lights - All/Out,6800 W 63RD ST,60638,1132170.799,1861989.01,23,8,64,41.77752991,-87.791018,"(41.777529908785155, -87.79101800033297)"
1/4/2018,Completed,1/5/2018,18-00057552,Street Lights - All/Out,3400 W LAKE ST,60624,1153681.358,1901165.781,28,11,27,41.88463665,-87.71111874,"(41.884636648095054, -87.71111873728827)"
1/4/2018,Completed,1/5/2018,18-00059007,Street Lights - All/Out,7900 S WOOD ST,60620,1165722.451,1852298.953,17,6,71,41.7502926,-87.668291,"(41.750292597430544, -87.66829100171799)"
1/4/2018,Completed,1/5/2018,18-00059607,Street Lights - All/Out,1900 W BERWYN AVE,60640,1162858.916,1935219.738,40,20,4,41.97789524,-87.67645936,"(41.97789523657769, -87.67645936465829)"
1/2/2018,Completed,1/6/2018,18-00027033,Street Lights - All/Out,2949 W 63RD ST,60629,1157713.771,1862720.698,17,8,66,41.77905757,-87.69735627,"(41.7790575706208, -87.69735627135533)"
1/3/2018,Completed,1/6/2018,18-00032839,Street Lights - All/Out,1500 W 54TH ST,60609,1167253.693,1868925.846,20,9,61,41.79588632,-87.66220436,"(41.79588631566056, -87.66220436195518)"
1/3/2018,Completed,1/6/2018,18-00038380,Street Lights - All/Out,5443 S KENNETH AVE,60632,1147621.037,1868147.04,23,8,62,41.7941472,-87.73421903,"(41.79414719566202, -87.73421902916073)"
1/3/2018,Completed,1/6/2018,18-00046739,Street Lights - All/Out,4833 S KILPATRICK AVE,60632,1145840.697,1872170.107,14,8,56,41.80522099,-87.74064583,"(41.805220986751735, -87.7406458335759)"
1/3/2018,Completed,1/6/2018,18-00048339,Street Lights - All/Out,9922 S TALMAN AVE,60655,1160448.492,1838655.56,19,22,72,41.71296315,-87.68799214,"(41.712963150353104, -87.68799213716552)"
1/4/2018,Completed,1/6/2018,18-00054923,Street Lights - All/Out,10138 S TALMAN AVE,60655,1160492.588,1837194.58,19,22,72,41.70895306,-87.68787075,"(41.70895306205715, -87.68787075282299)"
1/4/2018,Completed,1/6/2018,18-00057755,Street Lights - All/Out,2458 S SACRAMENTO AVE,60623,1156750.387,1887525.466,12,10,30,41.84714458,-87.70021819,"(41.84714458221007, -87.70021819243964)"
1/4/2018,Completed,1/6/2018,18-00057857,Street Lights - All/Out,2400 S SPAULDING AVE,60623,1154740.24,1887862.592,12,10,30,41.84811012,-87.70758644,"(41.848110123045224, -87.7075864401317)"
1/5/2018,Completed,1/6/2018,18-00068943,Street Lights - All/Out,6700 S PULASKI RD,60629,1150854.887,1859870.986,13,8,65,41.77137395,-87.72257606,"(41.77137395489257, -87.7225760618405)"
1/4/2018,Completed,1/7/2018,18-00055581,Street Lights - All/Out,1757 N LAWNDALE AVE,60647,1151439.056,1911434.784,26,25,23,41.91286013,-87.71908285,"(41.91286012695009, -87.71908285176336)"
1/4/2018,Completed,1/7/2018,18-00056331,Street Lights - All/Out,3200 W DIVERSEY AVE,60647,1154560.565,1918443.038,35,14,21,41.93202943,-87.7074272,"(41.9320294301393, -87.70742719620522)"
1/6/2018,Completed,1/8/2018,18-00096069,Street Lights - All/Out,420 E 66TH ST,60637,1180266.136,1861347.181,20,3,42,41.77480106,-87.61471964,"(41.774801057168425, -87.61471963524251)"
1/8/2018,Completed - Dup,1/8/2018,18-00120540,Street Lights - All/Out,3022 W LAKE ST,60612,1156209.943,1900990.657,27,12,27,41.88410541,-87.70183811,"(41.88410540683144, -87.70183811182618)"
12/26/2017,Completed,1/8/2018,17-08611938,Street Lights - All/Out,2335 W 81ST PL,60620,1162104.45,1850392.378,18,8,70,41.74513664,-87.68160198,"(41.745136643868314, -87.68160197636479)"
12/27/2017,Completed,1/8/2018,17-08614981,Street Lights - All/Out,2427 W CULLERTON ST,60608,1160554.234,1890342.959,28,10,31,41.85479828,-87.68618014,"(41.85479827601619, -87.68618014297006)"
1/2/2018,Completed,1/8/2018,18-00015758,Street Lights - All/Out,521 W ROOSEVELT RD,60607,1173090.952,1894977.227,11,1,28,41.86724655,-87.64002788,"(41.867246549006325, -87.64002787544685)"
1/2/2018,Completed,1/8/2018,18-00027237,Street Lights - All/Out,3603 W 81ST PL,60652,1153742.8,1850309.8,18,8,70,41.74507974,-87.71224288,"(41.74507973908752, -87.71224288459243)"
1/3/2018,Completed,1/8/2018,18-00033282,Street Lights - All/Out,11233 S AVENUE H,60617,1202876.536,1831090.957,10,4,52,41.69122758,-87.53286669,"(41.691227577888235, -87.5328666920072)"
1/3/2018,Completed,1/8/2018,18-00049361,Street Lights - All/Out,1910 W BARRY AVE,60657,1163064.529,1920601.445,32,19,5,41.93777762,-87.67611552,"(41.93777761719715, -87.67611552135739)"
1/4/2018,Completed,1/8/2018,18-00055116,Street Lights - All/Out,5854 S MICHIGAN AVE,60637,1178157.591,1866229.744,20,2,40,41.7882474,-87.62230118,"(41.788247395160624, -87.62230118031646)"
1/4/2018,Completed,1/8/2018,18-00056345,Street Lights - All/Out,3116 W LAKE ST,60612,1155579.868,1901032.3,27,12,27,41.88423238,-87.7041507,"(41.884232378235936, -87.70415070440625)"
1/5/2018,Completed,1/8/2018,18-00068891,Street Lights - All/Out,4155 W 58TH PL,60629,1149665.239,1865487,13,8,62,41.7868083,-87.72679175,"(41.78680829617665, -87.72679175142531)"
1/5/2018,Completed,1/8/2018,18-00069199,Street Lights - All/Out,1667 S TROY ST,60623,1155631.69,1891459.81,24,10,29,41.85796343,-87.70421803,"(41.85796342517603, -87.70421803445379)"
1/5/2018,Completed,1/8/2018,18-00069206,Street Lights - All/Out,3250 W MONROE ST,60624,1154757.442,1899353.821,28,11,27,41.87964297,-87.70721573,"(41.87964297135521, -87.70721573086928)"
1/5/2018,Completed,1/8/2018,18-00076329,Street Lights - All/Out,2300 S PRINCETON AVE,60616,1174574.134,1889044.997,25,9,34,41.85093509,-87.63476015,"(41.85093508636327, -87.63476014524277)"
1/5/2018,Completed,1/8/2018,18-00080648,Street Lights - All/Out,3416 W MELROSE ST,60618,1153009.88,1921403.362,35,17,21,41.94018371,-87.71304706,"(41.940183713026265, -87.71304706214381)"
1/5/2018,Completed,1/8/2018,18-00081714,Street Lights - All/Out,7152 W WAVELAND AVE,60634,1127871.079,1923759.894,38,16,17,41.9471123,-87.80538865,"(41.94711229624029, -87.80538864962891)"
1/5/2018,Completed,1/8/2018,18-00084631,Street Lights - All/Out,2400 N ASHLAND AVE,60614,1165268.618,1916017.215,32,19,7,41.92515158,-87.66814581,"(41.92515157985103, -87.66814581468773)"
11/4/2017,Completed - Dup,1/9/2018,17-07444965,Street Lights - All/Out,3424 W CARROLL AVE,60624,1153491.132,1902190.049,28,11,27,41.88745113,-87.71179003,"(41.887451127277, -87.7117900346716)"
11/8/2017,Completed - Dup,1/9/2018,17-07556819,Street Lights - All/Out,3410 W CARROLL AVE,60624,1153585.032,1902192.549,28,11,27,41.88745612,-87.71144514,"(41.8874561206603, -87.71144513708087)"
11/15/2017,Completed - Dup,1/9/2018,17-07720529,Street Lights - All/Out,3422 W CARROLL AVE,60624,1153504.532,1902190.449,28,11,27,41.88745196,-87.71174081,"(41.88745195856919, -87.71174081491142)"
11/29/2017,Completed,1/9/2018,17-08051930,Street Lights - All/Out,940 N LAWLER AVE,60651,1142519.856,1905784.013,37,15,25,41.89752439,-87.75199089,"(41.897524385504134, -87.75199089296052)"
1/5/2018,Completed,1/9/2018,18-00083130,Street Lights - All/Out,7816 W OLIVE AVE,60631,1123146.431,1936555.99,41,16,10,41.98230481,-87.82247513,"(41.98230481342735, -87.8224751331257)"
1/7/2018,Completed,1/9/2018,18-00113355,Street Lights - All/Out,3200 N PULASKI RD,60641,1149166.094,1920979.166,30,17,16,41.93909514,-87.72718536,"(41.93909513603476, -87.72718536275045)"
1/8/2018,Completed - Dup,1/9/2018,18-00130994,Street Lights - All/Out,5524 S HONORE ST,60636,1164963.06,1867942.873,15,7,67,41.79323768,-87.67063204,"(41.79323768461846, -87.67063203638546)"
1/8/2018,Completed,1/9/2018,18-00118790,Street Lights - All/Out,3999 W BELMONT AVE,60618,1149166.094,1920979.166,30,25,21,41.93909514,-87.72718536,"(41.93909513603476, -87.72718536275045)"
1/8/2018,Completed,1/9/2018,18-00120353,Street Lights - All/Out,732 E 63RD ST,60637,1182308.156,1863401.577,20,3,42,41.78039145,-87.60717038,"(41.780391445173024, -87.60717038005036)"
1/8/2018,Completed,1/9/2018,18-00120488,Street Lights - All/Out,2119 N ALBANY AVE,60647,1155178.953,1913889.201,32,14,22,41.91952093,-87.70527727,"(41.91952093346382, -87.70527727103757)"
1/8/2018,Completed,1/9/2018,18-00120492,Street Lights - All/Out,2151 W 110TH ST,60643,1163942.664,1831789.257,19,22,75,41.69404828,-87.67538737,"(41.69404827553682, -87.6753873738894)"
1/8/2018,Completed,1/9/2018,18-00120542,Street Lights - All/Out,3800 S EMERALD AVE,60609,1171924.596,1879679.595,11,9,60,41.82529434,-87.64475999,"(41.82529434259639, -87.64475998516315)"
1/8/2018,Completed,1/9/2018,18-00120545,Street Lights - All/Out,5629 N ARTESIAN AVE,60659,1158977.585,1937304.321,40,20,2,41.98369621,-87.69067543,"(41.983696211134664, -87.6906754288564)"
1/8/2018,Completed,1/9/2018,18-00120547,Street Lights - All/Out,3832 S UNION AVE,60609,1172264.148,1879474.69,11,9,60,41.82472459,-87.6435203,"(41.82472458898479, -87.6435203020308)"
1/8/2018,Completed,1/9/2018,18-00120565,Street Lights - All/Out,1633 N ASHLAND AVE,60622,1165426.991,1910947.597,32,14,24,41.91123686,-87.66770846,"(41.91123686013445, -87.66770846215434)"
1/8/2018,Completed,1/9/2018,18-00120602,Street Lights - All/Out,2221 E 73RD ST,60649,1192372.988,1856996.598,7,3,43,41.76257655,-87.5704799,"(41.76257654851798, -87.57047990408711)"
1/8/2018,Completed,1/9/2018,18-00120612,Street Lights - All/Out,8300 S STONY ISLAND AVE,60617,1188251.724,1850263.025,8,4,45,41.7441983,-87.58579915,"(41.74419830110757, -87.58579915492847)"
1/8/2018,Completed,1/9/2018,18-00120618,Street Lights - All/Out,920 W NORTH AVE,60642,1169837.08,1910847.4,2,18,7,41.91086686,-87.65151029,"(41.910866858296515, -87.65151028867156)"
1/8/2018,Completed,1/9/2018,18-00122960,Street Lights - All/Out,5301 S TALMAN AVE,60632,1159604.126,1869413.543,14,9,63,41.79738508,-87.69024248,"(41.79738507900316, -87.69024247816353)"
1/8/2018,Completed,1/9/2018,18-00126436,Street Lights - All/Out,5524 S HONORE ST,60636,1164963.06,1867942.873,15,7,67,41.79323768,-87.67063204,"(41.79323768461846, -87.67063203638546)"
1/8/2018,Completed,1/9/2018,18-00127674,Street Lights - All/Out,1737 W 105TH ST,60643,1166615.49,1835033.96,19,22,72,41.70289584,-87.66550933,"(41.702895836556635, -87.66550932594576)"
1/8/2018,Completed,1/9/2018,18-00127978,Street Lights - All/Out,5500 S STATE ST,60621,1177214.893,1868427.75,3,2,40,41.79430028,-87.62569133,"(41.7943002821255, -87.62569132898986)"
1/8/2018,Completed,1/9/2018,18-00128003,Street Lights - All/Out,6500 S STATE ST,60637,1177396.314,1861916.34,20,3,69,41.77642821,-87.62522271,"(41.77642821335983, -87.6252227132104)"
1/8/2018,Completed,1/9/2018,18-00128893,Street Lights - All/Out,1300 E 87TH ST,60619,1186293.86,1847555.341,8,4,45,41.73681459,-87.59305822,"(41.73681458808613, -87.59305822329682)"
